salt,solvent,concentration,solv_per_ion_pair
[Na+].[O-]C(=O)C(F)(F)F,CCC(=O)C(C)C1SCCS1,1.1,4.36
[Na+].[O-]C(=O)C(F)(F)F,CN(C)C1=COC(C#N)=CO1,0.52,12.11
[Na+].[O-]C(=O)C(F)(F)F,CC(=O)CC(=O)C1(C)CC1C,1.28,4.55
[Na+].[O-]C(=O)C(F)(F)F,CCCC(C)CC(=O)OC(C)=O,1.19,4.41
[Na+].[O-]C(=O)C(F)(F)F,CCOC(=O)C(CC(C)=O)C1CC1C,1.32,3.42
[Na+].[O-]C(=O)C(F)(F)F,CCCC1C(CC)OCC1C1(C)CC1,1.37,3.31
[Na+].[O-]C(=O)C(F)(F)F,CCC(C)C(=O)CCC(C)(C)C(C)=O,1.06,4.35
[Na+].[O-]C(=O)C(F)(F)F,CCCCC(C(C)=O)C(Cl)Cl,1.19,3.86
[Na+].[O-]C(=O)C(F)(F)F,CCC(Cl)C(=O)C(C)=O,0.3,21.89
[Na+].[O-]C(=O)C(F)(F)F,CCC(CC(C)=O)C(=O)CC(F)F,1.14,4.15
[Na+].[O-]C(=O)C(F)(F)F,CC(=O)CCCC(C)C(C)(C)C#N,0.88,5.83
[Na+].[O-]C(=O)C(F)(F)F,CCCOCCC1CC(C)CCC1C,0.52,9.29
[Na+].[O-]C(=O)C(F)(F)F,CC1OC(=O)OC2C(=O)N(C)C1C2C,0.97,4.77
[Na+].[O-]C(=O)C(F)(F)F,CCC(=O)C(C)CS(=O)C(C)C,0.61,8.19
[Na+].[O-]C(=O)C(F)(F)F,CCON(C)C(C)C1CCCS1,1.23,3.87
[Na+].[O-]C(=O)C(F)(F)F,CCCOC(=O)OCCC(C)OC,0.66,7.54
[Na+].[O-]C(=O)C(F)(F)F,CCN1C(C)CC(=O)C12CC2C,1.14,4.77
[Na+].[O-]C(=O)C(F)(F)F,CCCCCC(=O)OC(C)CCC,1.1,4.45
[Na+].[O-]C(=O)C(F)(F)F,CCC1CCC(C)(C)C(=O)C1,0.43,14.56
[Na+].[O-]C(=O)C(F)(F)F,CC(C)CCOC(=O)C(C)(C)F,1.28,3.98
[Na+].[O-]C(=O)C(F)(F)F,CCC1CCCC12CC(=O)OC2C,0.57,9.19
[Na+].CCC(=O)[O-],CC1CCC(=O)C1C(C)C(C)(C)C,0.43,12.45
[Na+].CCC(=O)[O-],CC1CC(CC(=O)C#N)C1,1.19,5.71
[Na+].CCC(=O)[O-],CCC1CCC2OC(=O)OC12,1.32,4.49
[Na+].CCC(=O)[O-],CCC(P)CCC(C)=O,0.92,7.05
[Na+].CCC(=O)[O-],CC(=O)CC1C(C)C2CCC1(C#N)C2,1.28,3.79
[Na+].CCC(=O)[O-],CCCC(=O)C(CC)CC(C)(C)F,1.23,4.02
[Na+].CCC(=O)[O-],CC(=O)C1CC(C)CCC1C,0.34,18.7
[Na+].CCC(=O)[O-],CCCC(=O)OSC,0.52,13.91
[Na+].CCC(=O)[O-],CSC1(C)CCC(=O)C(C)C1,0.48,11.76
[Na+].CCC(=O)[O-],CCOC(C)=O,0.52,21.19
[Na+].CCC(=O)[O-],CCCOCCCC(C)CCC,1.01,5.42
[Na+].CCC(=O)[O-],CCC1CC2C(OC)CC(C)C2(C)C1,1.37,3.43
[Na+].CCC(=O)[O-],CCON(C)C(C)C1CCCS1,0.88,5.7
[Na+].CCC(=O)[O-],CCCC(=O)C(C)C(C)C(C)C(C)C,0.52,9.41
[Na+].CCC(=O)[O-],CN(C)C1=COC(C#N)=CO1,1.46,4.13
[Na+].CCC(=O)[O-],CC1(C)CCCCCS(=O)(=O)C1,1.14,4.31
[Na+].CCC(=O)[O-],CCC(C)C(=O)C1(C#N)CC1,0.79,8.0
[Na+].CCC(=O)[O-],CC(=O)CC(C)CCOC(C)=O,1.01,5.42
[Na+].CCC(=O)[O-],CCCC1(CC)OOOC1C,0.7,8.56
[Na+].CCC(=O)[O-],CCCC(CCC)C[PH](C)=O,0.97,5.53
[Na+].CCC(=O)[O-],CCCC(C)CC(C)S(C)(=O)=O,1.01,4.85
[Na+].CCC(=O)[O-],CCC1CCC(Cl)C1C(C)=O,0.52,10.69
[Na+].CCC(=O)[O-],COCC(CC(C)C)C12CCCC1C2,0.7,6.99
[Na+].CCC(=O)[O-],CCCC(CCC(F)F)C(=O)OC,1.19,4.04
[Na+].CCC(=O)[O-],CC(=O)CCC1CC(=O)C1C(C)C,1.5,3.35
[Na+].[O-]C(=O)c1ccccc1,COCC(CC(C)C)C12CCCC1C2,0.97,4.82
[Na+].[O-]C(=O)c1ccccc1,CCCC(C)OC(=O)OC(C)=O,1.46,3.45
[Na+].[O-]C(=O)c1ccccc1,CCC(P)CCC(C)=O,1.01,6.19
[Na+].[O-]C(=O)c1ccccc1,CC(=O)CCC1CC(=O)C1C(C)C,1.41,3.43
[Na+].[O-]C(=O)c1ccccc1,CCCCC(=O)CCC(C)(C)C#N,0.83,6.18
[Na+].[O-]C(=O)c1ccccc1,CCCCCC(=O)OC(C)CCC,1.1,4.42
[Na+].[O-]C(=O)c1ccccc1,CCC1CC2C(OC)CC(C)C2(C)C1,1.23,3.71
[Na+].[O-]C(=O)c1ccccc1,CCC(=O)CCC(=O)OC(C)=O,0.97,5.5
[Na+].[O-]C(=O)c1ccccc1,CCC1C2CC3CC1(CC3C#N)C2=O,1.41,3.3
[Na+].[O-]C(=O)c1ccccc1,CC(=O)CCCCC(C)CC(C)=O,0.34,15.5
[Na+].[O-]C(=O)c1ccccc1,CC1CC(C)(C)C(=O)CC1C(C)(C)C,0.52,9.36
[Na+].[O-]C(=O)c1ccccc1,CC1CC2CCCC3(CCCC3=O)C12,1.41,3.25
[Na+].[O-]C(=O)c1ccccc1,CCCCCC(=O)N(C=O)CCC,1.1,4.45
[Na+].[O-]C(=O)c1ccccc1,CC1CC(C)(C#N)C(=O)C2(C)CC12,1.1,4.65
[Na+].[O-]C(=O)c1ccccc1,CCCC(F)(CC)C(C)=O,0.34,19.54
[Na+].[O-]C(=O)c1ccccc1,CC(=O)C1C2CC3CC(C2)CC1C3,0.43,12.57
[Na+].[O-]C(=O)c1ccccc1,CCCC(=O)C(C)C(C)(C)C,1.14,5.07
[Na+].[O-]C(=O)c1ccccc1,CCCOC(=O)OC(C)N(C)CC,0.79,6.24
[Na+].[O-]C(=O)c1ccccc1,CC(=O)CC(=O)C1(C)CC1C,0.97,6.14
[Na+].[O-]C(=O)c1ccccc1,CCCC(CC)OOC(=O)Cl,1.5,3.22
[Na+].[O-]C(=O)c1ccccc1,CCCC1(C)CC(=O)C12CCCC2C,0.88,5.41
[Na+].[O-]C(=O)c1ccccc1,CCCCC1CC1C1C(=O)CCC1C,1.23,3.75
[Na+].[O-]C(=O)c1ccccc1,CCC1CC(C)C1C(C)CCOC,0.57,9.06
[Na+].[O-]C(=O)c1ccccc1,CCCCCC(C)S(=O)(=O)CC,1.37,3.35
[Na+].[O-]C(=O)c1ccccc1,CCCC(C(C)C)C(C)C(=O)OC,0.57,8.96
[Na+].[O-]C=O,CCCC(=O)CCCCC(F)CC,0.48,10.85
[Na+].[O-]C=O,CCC(C)(C)CCC(=O)N1CCCO1,0.57,8.6
[Na+].[O-]C=O,CCC(CC(C)=O)C(=O)CC(F)F,0.92,5.45
[Na+].[O-]C=O,CC(C)C(C)OC(C)C(F)(F)F,0.74,7.12
[Na+].[O-]C=O,CC1(C(=O)C2CCCCC2=O)CCC1,0.92,5.39
[Na+].[O-]C=O,COC(=O)C(C)CS(C)(=O)=O,0.66,8.19
[Na+].[O-]C=O,CCCCC(=O)C(C)(C)C(C)C,1.41,3.93
[Na+].[O-]C=O,CC(=O)CCCCCCC(=O)C(C)=O,1.06,4.56
[Na+].[O-]C=O,CC(=O)C1(CC(C)C(C)C)CCCC1,0.61,8.15
[Na+].[O-]C=O,CCC(C)C(=O)CCC(C)(C)C(C)=O,0.74,6.61
[Na+].[O-]C=O,CC1COCCCC1(C)C,0.52,13.24
[Na+].[O-]C=O,CCC(Cl)C(=O)C(C)=O,0.88,7.38
[Na+].[O-]C=O,CCCC(=O)OC1CCC(CC)C1,0.74,7.12
[Na+].[O-]C=O,CCCC(=O)OSC,1.5,4.67
[Na+].[O-]C=O,CC(C)CCOC(=O)C(C)(C)F,0.57,9.73
[Na+].[O-]C=O,CC1CCC(=O)C1C(C)C(C)(C)C,1.37,3.78
[Na+].[O-]C=O,CC12CC3(C)CC(C1)(C2)S3(=O)=O,1.19,4.3
[Na+].[O-]C=O,CC1CC(CCC(=O)OC(C)(C)C)C1,1.46,3.25
[Na+].[O-]C=O,CCCC1(CC)COC(=O)OC1,1.1,5.05
[Na+].[O-]C=O,CCCC(CC)COC(=O)OCC,0.74,6.97
[Na+].[O-]C=O,CCCCCCCOS(C)(=O)=O,0.43,11.76
[Na+].[O-]C=O,COC(=O)OC1CCCC(C)C1,0.79,7.12
[Na+].[O-]C=O,COC(=O)C(C)CC(C)(C)C(C)C,0.66,7.92
[Na+].[O-]C=O,CC1CCC12CC2C(=O)OC1(C)CC1,1.5,3.23
[Na+].[O-]C=O,CCCC12CC(C)C1CC(=O)O2,1.37,4.1
[Na+].COS(=O)(=O)[O-],CC(=O)C(C(C)=O)C1CC1C,0.74,8.25
[Na+].COS(=O)(=O)[O-],CC1COCC2(C1)C(=O)OCC2C#N,1.14,4.09
[Na+].COS(=O)(=O)[O-],CC1CCC(C)C12C(=O)CCCC2=O,0.57,8.62
[Na+].COS(=O)(=O)[O-],CCC1CC(C)C1C(C)CCOC,1.5,3.19
[Na+].COS(=O)(=O)[O-],CCCCC(C(C)=O)C(Cl)Cl,0.74,6.46
[Na+].COS(=O)(=O)[O-],CC1CC(C)(C)C(C)(C)CC1=O,0.83,6.69
[Na+].COS(=O)(=O)[O-],CCOC(C)OC(=O)OC,1.28,4.74
[Na+].COS(=O)(=O)[O-],CC1(C(=O)C2CCCCC2=O)CCC1,1.14,4.11
[Na+].COS(=O)(=O)[O-],COC(=O)C(C)CS(C)(=O)=O,1.32,3.77
[Na+].COS(=O)(=O)[O-],CCC1COC(C)C2CCC2C1C,0.39,13.63
[Na+].COS(=O)(=O)[O-],CCC(CC)(OC(C)=O)SC,1.1,4.71
[Na+].COS(=O)(=O)[O-],CCCCC(C)C(=O)OOCF,0.34,16.06
[Na+].COS(=O)(=O)[O-],CCCC1(C)CC(CC)C(=O)C1C,1.32,3.72
[Na+].COS(=O)(=O)[O-],CC1CC(C)(C#N)C(=O)C2(C)CC12,1.41,3.56
[Na+].COS(=O)(=O)[O-],CCC(SC)C(=O)OC(C)C,0.3,18.46
[Na+].COS(=O)(=O)[O-],CCCCCC(C#N)(CC)C(C)=O,0.57,9.24
[Na+].COS(=O)(=O)[O-],CCCC1SOC(C)(C)C1C,0.34,16.42
[Na+].COS(=O)(=O)[O-],COCCC(C(C)C)C(C)C,1.19,4.81
[Na+].COS(=O)(=O)[O-],CCCCC1C(C)C1CC(C)=O,0.57,9.96
[Na+].COS(=O)(=O)[O-],CCCC(=O)OC1CCC(CC)C1,1.01,4.94
[Na+].COS(=O)(=O)[O-],CC1=C[C@H](F)C=CO1,1.01,7.98
[Na+].COS(=O)(=O)[O-],CN(C)C(=O)CC1(C)CC2CC1C2,0.83,6.21
[Na+].COS(=O)(=O)[O-],CC(=O)OC1CCC(OC(C)=O)C1,0.83,6.05
[Na+].COS(=O)(=O)[O-],CCCOC(=O)C(C)C1CCC1CC,0.34,14.43
[Na+].COS(=O)(=O)[O-],CCCC(=O)OSC,1.5,4.38
[Na+].[S-]C#N,CCCC1(C)CC(CC)C(=O)C1C,1.19,4.35
[Na+].[S-]C#N,CCCCCC(C)S(=O)(=O)CC,0.79,6.33
[Na+].[S-]C#N,CCCC(C)OC(=O)OC(C)=O,0.74,7.48
[Na+].[S-]C#N,CCC1CCC(Cl)C1C(C)=O,1.1,4.93
[Na+].[S-]C#N,CCC1CC(C)(CC)C(=O)CC1(C)C,1.37,3.47
[Na+].[S-]C#N,CC(=O)CC1C(C)C2CCC1(C#N)C2,0.61,8.32
[Na+].[S-]C#N,CCS(=O)(=O)C1CCC1,0.43,15.37
[Na+].[S-]C#N,CCC(CC(C)=O)C(=O)CC(F)F,0.97,5.12
[Na+].[S-]C#N,CCC(CC)OC1CC(=O)CC1CC,1.37,3.44
[Na+].[S-]C#N,CCC(CC(C)(F)F)C(=O)CC#N,1.01,4.98
[Na+].[S-]C#N,CCCOC(=O)OCCC(C)OC,1.01,4.95
[Na+].[S-]C#N,CCCC(F)(CC)C(C)=O,1.01,6.45
[Na+].[S-]C#N,CCC12CC(CCCCC1=O)C2,1.01,5.67
[Na+].[S-]C#N,COC1CCCC(C2CCC3CC32)C1,0.52,9.65
[Na+].[S-]C#N,COC(C)CC1CCCC12CCC2,1.19,4.35
[Na+].[S-]C#N,CCC(CC)CC(=O)C(C)CC,0.7,8.11
[Na+].[S-]C#N,CC1(C(F)F)CCCC1=O,1.46,4.3
[Na+].[S-]C#N,COC(=O)C1CC(C)(F)CC1CF,0.3,17.09
[Na+].[S-]C#N,CC(=O)C(C)C1CC(C)C(C)C1,1.01,5.6
[Na+].[S-]C#N,CC12CC3(C)CC(C1)(C2)S3(=O)=O,0.3,17.64
[Na+].[S-]C#N,COC(=O)OC(CC(C)C)N(C)C,0.52,9.91
[Na+].[S-]C#N,CCC(C)C1CCC(CCOC)C1,1.41,3.59
[Na+].[S-]C#N,CCS(=O)(=O)CC(C)CCCl,0.48,10.24
[Na+].[S-]C#N,CC1CCC12CC2C(=O)OC1(C)CC1,0.74,6.71
[Na+].[S-]C#N,CCCCCS(=O)(=O)CC,0.39,15.32
[Na+].[Br-],CC(=O)CCCC(C)C(C)(C)C#N,0.61,8.71
[Na+].[Br-],CCC(=O)C(C)C1SCCS1,0.97,5.1
[Na+].[Br-],CC1C(=O)CCC2(C#N)C(C3CC3)C12,1.06,4.66
[Na+].[Br-],CN(C)C1=COC(C#N)=CO1,0.3,21.51
[Na+].[Br-],C=Cc1ccc(C(C)=O)s1,0.39,16.45
[Na+].[Br-],COCS(=O)(=O)C(C)(C)C,0.48,12.17
[Na+].[Br-],CC(=O)CCC1CC(=O)C1C(C)C,1.41,3.56
[Na+].[Br-],CSCC(C(=O)F)C(C)C(C)C,0.52,9.69
[Na+].[Br-],CCN(C)S(=O)(=O)CC(C)C,0.52,10.39
[Na+].[Br-],COC(=O)OCCCSSC,1.06,4.5
[Na+].[Br-],CC1C(=O)C(C#N)CC2CCCC21,0.3,18.46
[Na+].[Br-],CCCCCS(=O)(=O)CC,0.61,9.61
[Na+].[Br-],CCCC(CCC)C[PH](C)=O,0.74,7.32
[Na+].[Br-],CCCC(=O)CC(C)C(C)C,0.3,20.94
[Na+].[Br-],CCCCC(C)C(=O)C1CO1,1.06,5.65
[Na+].[Br-],CCC(=O)C(C)C(CC)SC#N,0.39,13.51
[Na+].[Br-],CN(C)C(=O)CC1(C)CC2CC1C2,0.48,11.16
[Na+].[Br-],CCCC1CC2(CCCCC2)CO1,0.52,10.22
[Na+].[Br-],CC(CC1CCC1)C(=O)Cl,0.92,6.39
[Na+].[Br-],CCOC(=O)OCCCS(C)=O,1.14,4.2
[Na+].[Br-],CC12CC3C4CCC35CC(C1CO5)C42,0.48,10.63
[Na+].[Br-],CC1C2C(=O)C(=O)C(CC(C)(C)C)C12,0.83,5.89
[Na+].[Br-],CCCCC(=O)CCC(C)(C)C#N,1.41,3.58
[Na+].[Br-],CCC(CC(C)(F)F)C(=O)CC#N,0.57,8.95
[Na+].[Br-],CCCC1C2CCC(C)C(C)C12OC,1.06,4.5
[Na+].[Cl-],COCCC(C(C)C)C(C)C,0.34,18.36
[Na+].[Cl-],CC(CS(C)(=O)=O)C(F)CF,0.3,17.72
[Na+].[Cl-],CC(C)(CS(=O)(=O)F)C1CC1,1.23,4.32
[Na+].[Cl-],CCON(C)C(C)C1CCCS1,1.01,5.05
[Na+].[Cl-],CC(=O)CCCC(C)C(C)(C)C#N,0.88,6.08
[Na+].[Cl-],CC(=O)C1CCCS(=O)(=O)C1,0.61,9.11
[Na+].[Cl-],CC1CC(C)(C#N)C(=O)C2(C)CC12,0.88,6.22
[Na+].[Cl-],CCCC(=O)C(C)C(C)(C)C,1.41,4.32
[Na+].[Cl-],CC(=O)CCC(C)(C)C(C)C(C)C,0.79,6.68
[Na+].[Cl-],CCC(C)CC(C)=O,0.39,22.15
[Na+].[Cl-],CCCC(OC)C1OC(=O)OC1=O,0.79,6.54
[Na+].[Cl-],CCCCC(=O)OCCC(C)C,1.06,5.28
[Na+].[Cl-],CCCCC(C)OC(=O)OCC,1.1,5.02
[Na+].[Cl-],CC1C(=O)CCC2(C#N)C(C3CC3)C12,0.7,7.37
[Na+].[Cl-],CC1CC(C)C(CCC(=O)N(C)C)C1,0.66,7.5
[Na+].[Cl-],CCCCC(C(C)=O)C(Cl)Cl,0.39,12.83
[Na+].[Cl-],CCCC(C)C(C)S(=O)(=O)F,1.23,4.27
[Na+].[Cl-],CCCCCC(F)C(=O)CN(C)C,0.39,13.37
[Na+].[Cl-],COC(=O)C1CC(C)(F)CC1CF,0.88,5.73
[Na+].[Cl-],CC1CCC(=O)C(C)(C)CC1C,1.06,5.4
[Na+].[Cl-],CC(C)CCOC(=O)C(C)(C)F,0.83,6.64
[Na+].[Cl-],CCCCCC1CC1C(=O)C(=O)C#N,1.06,4.7
[Na+].[Cl-],CCCCC(=O)C(C)(C)C(C)C,0.43,13.45
[Na+].[Cl-],CCCC12CC(C)C1CC(=O)O2,0.88,6.55
[Na+].[Cl-],CCC(C)(C)CCC(=O)N1CCCO1,1.1,4.39
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCOC(C)OC(=O)OC,0.48,13.29
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COOCC(C)CCC(C)C,1.37,3.84
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COCS(=O)(=O)C(C)(C)C,0.79,6.93
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CCC(C)(C)C(=O)C1,0.61,9.89
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC1CC2(CCCCC2)CO1,0.34,15.51
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COC(=O)OCCOC(C)F,1.28,4.01
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCCC(C)C(=O)OCCC,1.46,3.06
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(=O)CC(CC#N)C(C)(C)C,1.41,3.05
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CC2CCC(C)C(C2)C1=O,1.46,3.43
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COCCC(C(C)C)C(C)C,0.48,12.44
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CC(C)C1C(C)CCOC,1.46,3.1
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC12COC(CC1C)CC2(C)C,0.3,17.66
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CC(C(=O)OC)CC1=O,0.79,6.77
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CCCCC(CC)C(=O)O1,0.79,6.25
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CC(CCC(=O)OC(C)(C)C)C1,0.97,4.62
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCCC(F)C(=O)CN(C)C,1.19,3.84
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC12CCOC1(CC)C2,1.32,4.17
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1COCCCC1(C)C,0.83,7.67
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)C1C2CC3CC(C2)CC1C3,0.79,6.46
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COCC1C2C(C)C2C(C)CC1(C)C,1.32,3.28
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(C)OC(=O)CSC,1.06,5.11
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(=O)C(C)CS(=O)C(C)C,0.43,11.62
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CC(C)(CC)C(=O)CC1(C)C,0.7,6.69
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(C)C(=O)CCC(C)(C)C(C)=O,0.34,14.26
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(CS(C)(=O)=O)C(F)CF,1.28,3.58
