salt,solvent,concentration,solv_per_ion_pair
[Li+].COS(=O)(=O)[O-],CCC1CC2C(OC)CC(C)C2(C)C1,1.23,3.79
[Li+].COS(=O)(=O)[O-],CC1(C)C2C3CCC4C3CC2C41C,1.46,3.49
[Li+].COS(=O)(=O)[O-],CCCCCC(CC)C(C)(C)C,0.43,13.24
[Li+].COS(=O)(=O)[O-],CCCCCC(C)C(C)C(C)CCC,1.23,3.75
[Li+].COS(=O)(=O)[O-],CCCC1CCC1CCl,0.39,17.01
[Li+].COS(=O)(=O)[O-],CCCCCCC(CC)CC,0.7,8.69
[Li+].COS(=O)(=O)[O-],CCCC1(CCC(C)C)CCCC1,0.48,11.04
[Li+].COS(=O)(=O)[O-],CCC(C#N)CCCC(CC)CC,0.48,11.11
[Li+].COS(=O)(=O)[O-],COC(=O)C(C)CC(C)CC(C)=O,0.48,10.81
[Li+].COS(=O)(=O)[O-],CCCC(CC)(CC)CCl,0.34,17.65
[Li+].COS(=O)(=O)[O-],CCCC1CC1(C)C(=O)C#N,1.32,4.55
[Li+].COS(=O)(=O)[O-],CCCC1SOC(C)(C)C1C,0.34,16.48
[Li+].COS(=O)(=O)[O-],CCOC(=O)C(CC(C)=O)C1CC1C,0.79,6.03
[Li+].COS(=O)(=O)[O-],COC(=O)CC1(CC(C)C)CCC1,1.14,4.38
[Li+].COS(=O)(=O)[O-],CC(C)CC(C)(C)C(C)C1CC1,1.5,3.55
[Li+].COS(=O)(=O)[O-],CCC(CC)C(C)C1CC(C)C1C,1.32,3.77
[Li+].COS(=O)(=O)[O-],CCC(C)C(=O)CCC(C)(C)C(C)=O,0.43,11.38
[Li+].COS(=O)(=O)[O-],CCSCC1CCCCCC1,1.5,3.47
[Li+].COS(=O)(=O)[O-],CC(=O)N(OC(=O)OCF)C(C)=O,1.1,4.35
[Li+].COS(=O)(=O)[O-],CCCOC(=O)C(C)C1CCC1CC,0.52,9.35
[Li+].COS(=O)(=O)[O-],CC(C)C(C)CCCC(=O)C#N,0.83,6.79
[Li+].COS(=O)(=O)[O-],CCCC(C)CC(C)S(C)(=O)=O,1.41,3.33
[Li+].COS(=O)(=O)[O-],CCCCCCCOS(C)(=O)=O,0.79,6.16
[Li+].[S-]C#N,FCC1OCCO1,0.66,13.92
[Li+].[S-]C#N,CC1CCC(=O)CC(=O)C12CCCC2,0.7,7.16
[Li+].[S-]C#N,CCCC1(C)CC(=O)C12CCCC2C,0.74,6.76
[Li+].[S-]C#N,CCC1C2CCCC(C3(C)CC3)C12,0.57,9.62
[Li+].[S-]C#N,CCC(C)CC1C(C)C(C)C1C,0.34,17.25
[Li+].[S-]C#N,COC1=CSC=CC1,0.92,8.18
[Li+].[S-]C#N,CC1C2CC(=O)C(C#N)C(C)(C)CC12,0.74,6.87
[Li+].[S-]C#N,CCCC(C)(C1CCC1)C1CCC1C,0.7,7.15
[Li+].[S-]C#N,CC(C)CCC1CC1CC1CCC1C,0.61,8.24
[Li+].[S-]C#N,CC(=O)OC1(C)CCCC(C)(C)C1C,1.46,3.26
[Li+].[S-]C#N,CCCC1(C)CCC(C)CC1(C)C,1.06,4.96
[Li+].[S-]C#N,CC(F)C(C)S(C)(C)CF,0.79,7.21
[Li+].[S-]C#N,CC1CC2CC(C2)CC1C,0.52,13.63
[Li+].[S-]C#N,CC1CCCC2(C#N)CCC(C1)C2,1.28,4.19
[Li+].[S-]C#N,COC(=O)OCC(=O)C(=O)C(C)C,1.37,3.68
[Li+].[S-]C#N,CC1CC(C)C(CCC(=O)N(C)C)C1,0.3,16.7
[Li+].[S-]C#N,CCCC1SOC(C)(C)C1C,1.46,3.71
[Li+].[S-]C#N,CCCC(C)CC(=O)OC(C)=O,1.14,4.87
[Li+].[S-]C#N,CC(=O)CC(C)CCOC(C)=O,0.39,14.67
[Li+].[S-]C#N,CC(C)CCOC(=O)C(C)(C)F,1.23,4.4
[Li+].[S-]C#N,CCSCC(CC)SSC,0.43,11.65
[Li+].[S-]C#N,CCCC(C)(P)CC,0.34,21.96
[Li+].[S-]C#N,CC1(C)CC2CCCC(C#N)(C2)C1,0.43,12.9
[Li+].[S-]C#N,CCCN(CCC(C)C)C(C)C,0.83,6.81
[Li+].[S-]C#N,CC(F)C(C)CCCCC(C)(F)F,1.06,4.61
[Li+].[S-]C#N,CC(=O)C1C2CC3CC(C2)CC1C3,0.79,6.89
[Li+].[S-]C#N,CCCC(=O)C(CC)CC(C)(C)F,0.43,12.15
[Li+].[S-]C#N,COCCC(C(C)C)C(C)C,0.52,11.91
[Li+].[S-]C#N,CCC(=O)C(CCC(C)C)OC,1.32,4.18
[Li+].[S-]C#N,CCC1CCC(CC)C1,1.46,5.12
[Li+].[S-]C#N,CCCCC(C)OC(=O)OCC,1.23,4.45
[Li+].[S-]C#N,CSCCCC(C)SC,0.39,15.37
[Li+].[S-]C#N,CCCCC1CC(C2(C)CC2C)C1,1.28,4.12
[Li+].[S-]C#N,CCCC12CC(C1CC)N(C)C2CC,1.14,4.29
[Li+].[S-]C#N,CCCC1CC2C3CCC3C3C1C23,0.92,5.95
[Li+].[S-]C#N,CCCCCCCCC(C#N)C(C)C,0.48,10.47
[Li+].[S-]C#N,CC(=O)CCCC(C)C(C)(C)C#N,1.5,3.47
[Li+].[S-]C#N,CC1CC(OC=O)CCC2(C)CC2C1,0.83,5.94
[Li+].[S-]C#N,CCC1CC1C1CCC(C)C1C,0.34,17.46
[Li+].[S-]C#N,COC(=O)OC1CCCC(C)C1,0.52,10.94
[Li+].[S-]C#N,CC(C)CSC(C)C(C)(C)C,0.79,7.04
[Li+].[S-]C#N,CC(Cl)CC(C#N)CC(C)(C)C,0.34,15.46
[Li+].[S-]C#N,CC1C2C3CC4C5CCC1(C54)C32,0.7,8.68
[Li+].[S-]C#N,CCC1(C)CC2C(C)C2C1C(=O)OC,0.88,5.59
[Li+].[S-]C#N,CCCCC(C)(C)CCC(C)C#N,1.46,3.57
[Li+].[S-]C#N,COC(=O)CC1(CC(C)C)CCC1,0.39,13.71
[Li+].[S-]C#N,CCCC1CC1(C)C(=O)C#N,1.01,6.29
[Li+].[S-]C#N,CCCCCCC(C)CC#N,1.41,4.38
[Li+].[S-]C#N,CCCC(C)N(CC)CC(=O)CC,1.28,4.01
[Li+].[S-]C#N,CCCCCCCCC(C)PC,1.41,3.56
[Li+].[Br-],CCCCOS(C)(C)C(C)(C)C,1.41,3.42
[Li+].[Br-],CCCCCCCCC(C)PC,0.97,5.2
[Li+].[Br-],CC(C)C1CCC(Cl)CC1C,0.39,14.38
[Li+].[Br-],C1C2CC3C4CC5CC4C3C1CC25,0.3,18.83
[Li+].[Br-],CCCCC(=O)C(C)C(C)OC,0.7,8.0
[Li+].[Br-],CCCOC(=O)OCOC,1.19,5.33
[Li+].[Br-],CCCCCC1CCCC1CCC,0.48,11.14
[Li+].[Br-],CCC(CC#N)CCF,1.32,5.47
[Li+].[Br-],CCCCCCCCC(C#N)C(C)C,0.57,8.72
[Li+].[Br-],CCCC(=O)OSC,0.88,8.09
[Li+].[Br-],CC(CF)CCCF,0.52,15.32
[Li+].[Br-],CCS(=O)(=O)CCCC(C)(C)C,0.88,5.64
[Li+].[Br-],CCC12CC(CCCCC1=O)C2,0.83,6.94
[Li+].[Br-],CCC(C)C(=O)CCC(C)(C)C(C)=O,0.3,16.55
[Li+].[Br-],C1CC(C2CC3CC4(CCC24)C3)C1,0.97,5.56
[Li+].[Br-],CC(C)C(=O)C(=O)C(C)(C)CC#N,1.28,4.03
[Li+].[Br-],CC(=O)CCC1CCC(C)O1,1.46,4.06
[Li+].[Br-],CCCC(=O)OC1CCC(CC)C1,0.7,7.48
[Li+].[Br-],CCC(C)C(=O)C1(C#N)CC1,1.37,4.49
[Li+].[Br-],CC(C)CC(C)(C#N)CC1CC1(C)C,1.37,3.51
[Li+].[Br-],CC(CCCC1CC1C)CC(C)(C)C,1.5,3.13
[Li+].[Br-],CCC1CC1C1CC(CC(C)C)C1,0.74,7.21
[Li+].[Br-],CCC1CCC2OC(=O)OC12,1.32,4.52
[Li+].[Br-],CC(C)CCOC(=O)C(C)(C)F,0.97,5.56
[Li+].[Br-],CC(CC1CC1)CC12CC1C2,0.34,19.23
[Li+].[Br-],CC(F)CC(C)(F)C#N,0.61,11.93
[Li+].[Br-],CCCC1CC1CC(C)(C)CC,1.1,5.1
[Li+].[Br-],CCS(=O)(=O)C1CCC1,0.48,13.71
[Li+].[Br-],CSCC(C(=O)F)C(C)C(C)C,0.83,6.0
[Li+].[Br-],CC12CCCC1(C)C(C(=O)C#N)CC2,1.23,3.98
[Li+].[Br-],CC1C(CS(C)(=O)=O)C1(C)C,0.48,11.53
[Li+].[Br-],CCC1C2CCCC(C3(C)CC3)C12,0.88,6.09
[Li+].[Br-],CCCN(CCC(C)C)C(C)C,0.57,9.94
[Li+].[Br-],CCCSC(C)CC(C)CC,0.97,5.62
[Li+].[Br-],COC(=O)C1(C)CCCC(=O)C1C,0.57,9.25
[Li+].[Br-],CCC1(C)C2CC(C)C(C)C21,1.5,4.04
[Li+].[Br-],CC1CCC(=O)C1C(C)C(C)(C)C,0.39,13.78
[Li+].[Br-],COC(=O)OCC1C2CCCC1C2,1.46,3.44
[Li+].[Br-],CCCC1C(C)C1C1CC1CC,1.28,4.39
[Li+].[Br-],CC1CC2CCCC3CCC1C32,1.32,4.3
[Li+].[Br-],CCC1CC(C)C1C(C)CCOC,1.32,3.83
[Li+].[Br-],CC1C2C(=O)C(=O)C(CC(C)(C)C)C12,0.52,9.64
[Li+].[Br-],CC1CCCC2CC1COC(C)(C)C2,1.46,3.23
[Li+].[Br-],CC(Cl)CC1CC(C#N)C1,1.01,5.96
[Li+].[Br-],CCC1C(=O)OC(C)C(C)C1C,1.46,3.72
[Li+].[Br-],CCC12CC3CCC(C3C)C(C)C1C2,1.37,3.53
[Li+].[Br-],CCCP(C)CCC(C)CC,1.01,5.39
[Li+].[Br-],CCCC(CC#N)CCC(C)CC,0.74,7.17
[Li+].[Br-],CC1C2C(C)(C)C3CC3(C)C12C,0.43,13.84
[Li+].[Br-],CCCC(C)C1OC(=O)C1C,0.39,16.09
[Li+].[Cl-],COC(=O)CC1CCCCCC(C)C1,1.46,3.33
[Li+].[Cl-],CC(=O)C1CC(C)CCC1C,1.23,5.11
[Li+].[Cl-],CCC12C3C4C(C)C5C3C13C4C2C53,1.32,4.25
[Li+].[Cl-],CC1CCC2C(C)CC(C)C2C1,1.41,4.11
[Li+].[Cl-],CCC(C)C(=O)CCC(C)(C)C(C)=O,0.43,11.6
[Li+].[Cl-],C=Cc1ccc(C(C)=O)s1,0.61,10.61
[Li+].[Cl-],CC(C#N)CC1CCCC1,0.34,21.25
[Li+].[Cl-],CC(C)C1CCC2C(C)C2(C)C1,0.3,19.89
[Li+].[Cl-],CCCN(CCC(C)C)C(C)C,1.32,4.28
[Li+].[Cl-],CCCC(C#N)CCF,1.46,5.11
[Li+].[Cl-],CCCCC1C(CC)C1(C)Cl,0.48,11.78
[Li+].[Cl-],CCCC1(C)CCC(C)CC1(C)C,1.19,4.47
[Li+].[Cl-],CCC1CC(C)C2(CC)CC12C,0.92,6.39
[Li+].[Cl-],CCCC(F)(F)CCCC#N,0.34,18.09
[Li+].[Cl-],CCCCC(=O)C(C)(C)C(C)C,1.41,4.02
[Li+].[Cl-],CC1CC12CCC1CCC3C(CC1)C32,1.37,3.7
[Li+].[Cl-],CCC(C#N)CCCC(CC)CC,0.97,5.55
[Li+].[Cl-],CC1C2CC2C1(C)CC1CCCC1,1.14,4.78
[Li+].[Cl-],CCCCCCCCC(C)PC,0.79,6.59
[Li+].[Cl-],CC(C)C1CCC2C(C1)C1C2N1C,1.28,4.22
[Li+].[Cl-],CCCCCCC(CC)CC,0.83,7.55
[Li+].[Cl-],CC(CCCC(C)C(C)C)SC#N,1.5,3.22
[Li+].[Cl-],CC1CCCC2C(C1)CC(C)C2(C)C,0.34,15.0
[Li+].[Cl-],CCCC(=O)OSC,0.48,15.34
[Li+].[Cl-],CCC(C#N)C(C)CCC(C)C,1.5,3.84
[Li+].[Cl-],CC1C2CC3CC14CC32CC4=O,0.66,9.19
[Li+].[Cl-],CCC(=O)C(CCC(C)C)OC,0.66,8.65
[Li+].[Cl-],CC(=O)CC(C(C)=O)C(=O)C(C)=O,1.28,4.11
[Li+].[Cl-],CC1C(=O)CCC2(C#N)C(C3CC3)C12,0.52,10.03
[Li+].[Cl-],CCCCCCCCC(C)CCF,0.92,5.64
[Li+].[Cl-],CCC1CCCC(=O)C1Cl,0.66,9.28
[Li+].[Cl-],CC(C)CC(F)(F)C(C)CF,0.52,11.28
[Li+].[Cl-],CC(=O)C1CCCS(=O)(=O)C1,1.5,3.64
[Li+].[Cl-],CC1C2C(C)(C)C3CC3(C)C12C,0.52,11.55
[Li+].[Cl-],CCCCC(C)C(=O)C1CO1,0.39,16.25
[Li+].[Cl-],CC1CC(C2C(C)C(C)CC2(C)C)C1,1.1,4.55
[Li+].[Cl-],CCCCCCC(=O)CC(C)CCC,1.37,3.55
[Li+].[Cl-],CC(C)C1C(C)CCCC1C#N,0.43,13.92
[Li+].[Cl-],CCC(CC#N)CCF,1.14,6.6
[Li+].[Cl-],CCC(C)C(F)CCCCC(C)C,0.97,5.34
[Li+].[Cl-],CCCC(C)(P)CC,1.32,5.54
[Li+].[Cl-],C1CCC23CC2C2CC2(C1)C3,0.43,15.52
[Li+].[Cl-],CC12CCCC1(C)C(C(=O)C#N)CC2,1.5,3.36
[Li+].[Cl-],CC(C)CSC1CC2CCCC2C1,1.06,4.63
[Li+].[Cl-],CCC(C)CC1(C2C(C)C2(C)C)CC1,1.32,3.77
[Li+].[Cl-],CC(C)C1CCCCCCCCCC1,0.74,6.75
[Li+].[Cl-],CCS(=O)(=O)CC(C)CCCl,1.46,3.32
[Li+].[Cl-],CC(F)C(C)CCCCC(C)(F)F,1.06,4.68
[Li+].[Cl-],COC(C)CC1CCCC12CCC2,0.43,12.62
[Li+].[Cl-],CC1CC(OC=O)CCC2(C)CC2C1,1.41,3.49
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCOC(=O)OCCCS(C)=O,0.48,10.19
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1C2CC3C(C2)C3C1CC#N,1.1,4.99
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(Cl)CC(C)C1CCCC1,0.48,10.48
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1C2CCC(C)(C)C1OC(=O)O2,0.83,5.97
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1(F)C(C)CC(C)CC1F,1.28,3.84
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)C1CC2(C(C)=O)CC2C1C,0.57,9.15
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(=O)OC1CCC(CC)C1,1.23,3.84
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1C2C(=O)C(=O)C(CC(C)(C)C)C12,1.19,3.79
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CCC(C)(C)C(=O)C1,1.41,3.92
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)CC1CC1C1CC(C)C2CC21,0.48,10.29
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC12CC3(C)CC(C1)(C2)S3(=O)=O,1.19,3.95
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCCC(F)(F)C(C)C,1.46,3.53
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCC(CC)C(C)CC(C)C,1.23,3.84
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(F)CC(C)(F)C#N,0.52,13.66
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C)C(=O)C(=O)C(C)(C)CC#N,1.32,3.6
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1C(C)CC12CCS2(=O)=O,0.43,11.79
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC1(CCC(C)C)CCCC1,1.01,4.85
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(C#N)CC(C)CCC(C)C,0.88,5.28
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CCCCC1C(=O)OC(C)C,0.92,4.95
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CCC(C)C12C(=O)CCCC2=O,0.92,5.06
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,COC(C)CC1CCCC12CCC2,0.3,17.71
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C)CC(C)(C)C(C)C1CC1,0.92,5.83
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(CC)(CCl)C1CC1,1.46,3.61
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCC(SC)SSC,0.83,5.6
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1(C#N)CCCCC(=O)O1,0.61,9.18
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)N(OC(=O)OCF)C(C)=O,1.5,2.91
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C)(C)c1ccc2c(c1)ON(F)O2,0.39,12.47
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(C)C(F)CCC(C)C,0.88,5.92
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(CF)C1(CF)CCOC1,0.92,5.98
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CCCCC(CC)C(=O)O1,0.88,5.6
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCC(C(C)=O)C(Cl)Cl,1.41,3.07
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC12C3C4C(C)C5C3C13C4C2C53,0.79,6.74
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,C1CC2CC2CC2CCC3(C1)CC3C2,1.5,2.95
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CCC1CC1(C#N)CC(C)(C)C1,0.34,14.83
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C)CC1(C)CC(C)C12CC2,1.19,4.42
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CC1C1CC(CC(C)C)C1,1.01,4.91
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(=O)C(C)C(=O)CC(C)=O,0.57,8.95
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCS(=O)(=O)CCCC(C)(C)F,0.57,8.4
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC12CC3C4CCC35CC(C1CO5)C42,1.19,3.87
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCC(C)C(=O)C(C)(C#N)CC,1.06,4.29
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCCCC1(CC)CCC(C)C1,1.06,4.27
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1C2C3CC(C)C45C(CC2C34)CC15,0.34,15.06
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CCS12CC2,1.01,6.8
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(=O)CCC(=O)OC(C)=O,1.5,3.26
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(Cl)C(=O)C(C)=O,0.3,21.73
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C)C1CCCC1(C)C#N,0.88,6.82
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CCCC2(C#N)CCC(C1)C2,0.88,5.82
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC1CCC1CCl,1.41,4.12
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC1CC1(CCC)CC(C)C,0.61,8.42
[Li+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(C)C1C(C(C)C)CC12CC2C,0.88,5.31
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC(Cl)CC(C)C1CCCC1,0.83,5.75
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(=O)C(C)C1CC(C)C(C)C1,0.83,6.45
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CN(C)C1=COC(C#N)=CO1,1.28,4.35
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCC1C(CC)C1(C)Cl,0.61,8.7
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC1CC2CCCC3CCC1C32,0.57,9.95
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,C1CC(C2CC3CC4(CCC24)C3)C1,0.7,7.43
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCP(C)CCC,0.74,9.32
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(=O)C1CC2CCCC(C2)C1=O,0.52,10.01
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCCC(=O)N(C=O)CCC,0.48,10.6
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(CC1CCC1)C(=O)Cl,0.57,10.18
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCC(CC)C1CC(=O)N1C,0.88,5.55
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(C)CCC1C(C)CC(C)C1(C)C,0.7,6.67
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCCC(=O)OC(C)CCC,0.74,6.61
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,C1CC2CC3C4CC4C3C3CC(C1)C23,1.19,3.83
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC1C(C)C1C1CC1CC,0.57,9.83
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC(C)OC(=O)OC(C)=O,1.41,3.39
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC(C)C(=O)C1(C#N)CC1,1.23,4.59
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(C)C1C(C)CCCC1C#N,0.48,11.88
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCCCC(=O)CC(C)CCC,0.66,7.04
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC1C2C3CC4CCC(C)C4(C3)C12,0.52,9.48
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,C1CC2CC1CC1CC21,0.61,12.44
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCN(CCC(C)C)C(C)C,0.74,7.19
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC1(C)CCC(C)CC1(C)C,0.43,12.1
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC1(C#N)CCCCC(=O)O1,0.3,19.22
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC1(C(F)F)CCCC1=O,0.83,7.33
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC1CCC2C(C)CC(C)C2C1,1.14,4.56
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC(C)C(=O)CCC(C)(C)C(C)=O,0.66,7.04
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,COc1cc(-c2ccccc2)c[nH]1,1.37,3.52
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC(=O)C(C#N)C(CC)CC,0.74,6.8
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCC(C#N)CC(C)CC(C)C,1.41,3.02
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC(C)(C#N)CCl,0.57,11.23
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC1CC(C)CC1(C)CC,0.97,5.91
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC12CC3(C)CC(C1)(C2)S3(=O)=O,1.23,3.72
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC(C)CC1(C2C(C)C2(C)C)CC1,0.34,14.52
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCCC(F)C(=O)CN(C)C,1.46,2.99
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,COC1=CSC=CC1,0.74,9.61
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC1CC(C)C(C)(C)C1(C)C,0.88,6.04
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(=O)CCC1CC(=O)C1C(C)C,1.06,4.52
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC1CC2CC3(C)CC(C1)(C2)C3,1.1,4.81
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCOC(=O)OCCCS(C)=O,0.3,16.54
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCCC1(C(C)C)CC1,1.37,3.96
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC(C)SCC(C)(C#N)CC,1.06,4.13
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCOC(=O)OC(C)N(C)CC,1.5,2.89
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC1C2C(=O)C(=O)C(CC(C)(C)C)C12,0.88,5.23
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(C)C1CCCC1(C)C#N,1.06,5.45
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCC(C#N)CCCC(CC)CC,0.83,5.99
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCCCC(F)(F)C(C)C,1.37,3.72
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CCCC12CC(C1CC)N(C)C2CC,1.32,3.27
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,COCS(=O)(=O)C(C)(C)C,1.41,3.55
[Na+].[N-](S(=O)(=O)F)S(=O)(=O)F,CC(C)CCC1CC1CC1CCC1C,0.92,4.98
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC(=O)CC(C)C(C)C,1.19,4.24
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCC(=O)OCCC(C)C,1.32,3.36
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1CC2CCCC3CCC1C32,1.32,3.53
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(C(C)C)C1CCC(C)(C)C1C,0.52,8.88
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC(F)C(=O)CC,1.1,5.53
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1C2C(C)(C)C3CC3(C)C12C,0.3,19.2
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(=O)N1CCCCC1Cl,1.01,4.62
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCC(=O)C1(C)CC(C)CCCC1C,0.97,4.34
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC1CC(C)C(CCC(=O)N(C)C)C1,0.74,5.94
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,COC(=O)OC1CCCC(C)C1,1.5,2.84
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCCC(C)(C)C(Cl)C#N,1.37,3.18
[Na+].[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCC(=O)C(=O)OC,0.34,21.23
